id,tanggal,jam,sens1,sens2,sens3,sens4,sens5,sens6,sens7,sens8,sens9,,,,,
2224,12-Apr,8:00,28.88,78.73,52920.32,44.11,0.221424957,0.282083901,0.901227038,0.542558601,0.49009295,0.861614635,0.795507203,0.800794032,0.786115639,0.417194638
2225,12-Apr,8:10,29.04,78.26,48373.76,43.64,0.348638967,0.366951985,0.49293308,0.250356249,0.075484861,0.071031116,0.804869636,0.748437933,0.951610186,0.67699867
2226,12-Apr,8:20,29.35,77.04,43888.64,44.7,0.937206344,0.841284864,0.319206806,0.563257709,0.843120131,0.174291678,0.997090009,0.69039048,0.678470104,0.760235587
2227,12-Apr,8:30,29.19,76.29,19660.8,42.71,0.705674601,0.016518631,0.407710942,0.673577232,0.79305688,0.946795746,0.434421595,0.716607063,0.139403679,0.22156247
2228,12-Apr,8:40,28.48,78.17,12072.96,43.75,0.76803315,0.408636117,0.991324396,0.812706811,0.176965458,0.978560584,0.723481691,0.365032506,0.040216807,0.365695006
2229,12-Apr,8:50,28.01,80.04,73400.32,43.23,0.73646589,0.920681345,0.479905631,0.959171433,0.165916062,0.471558615,0.14004199,0.784581727,0.885166155,0.447027763
2230,12-Apr,9:00,28.25,78.54,37580.8,43.77,0.06079364,0.862886103,0.128155531,0.128032532,0.669432117,0.414596187,0.046994813,0.788564069,0.442511506,0.849639999
2231,12-Apr,9:10,28.41,79.1,18329.6,45.02,0.886026822,0.248389889,0.508096855,0.943343723,0.164005898,0.661773071,0.708298765,0.907088416,0.648024304,0.610980494
2232,12-Apr,9:20,28.48,77.79,92651.52,45.49,0.096712614,0.075389212,0.752326896,0.499766129,0.727104252,0.344204211,0.196230015,0.143813785,0.077162404,0.86728706
2233,12-Apr,9:30,28.48,76.1,17049.6,46.09,0.592519639,0.170399715,0.39426731,0.387571173,0.900713824,0.868472503,0.000553248,0.512377546,0.60843131,0.621447867
2234,12-Apr,9:40,29.12,74.51,65576.97,36.67,0.22102711,0.853749192,0.966748194,0.891339633,0.628323363,0.0060474,0.808131163,0.293873164,0.182047833,0.814232122
2235,12-Apr,9:50,29.12,73.2,64839.67,44.99,0.654394668,0.875276084,0.336895318,0.747137425,0.297517387,0.740420046,0.274389684,0.376231515,0.390114166,0.907081239
2236,12-Apr,10,29.04,75.26,41492.48,45.48,0.173690367,0.052325028,0.822644297,0.261379862,0.294815865,0.254884121,0.312759038,0.262008537,0.401249519,0.374106521
2237,12-Apr,10:10,28.88,76.2,122552.32,43.79,0.875669164,0.04921849,0.659001965,0.396037288,0.448880956,0.834076104,0.583306786,0.808517648,0.054411248,0.472051195
2238,12-Apr,10:20,29.12,75.07,60784.64,44.38,0.871751507,0.864094722,0.388799781,0.290186341,0.262876964,0.101258058,0.237469591,0.509550796,0.635331528,0.239906112
2239,12-Apr,10:30,29.51,73.1,19456,44.81,0.800424421,0.597364239,0.807072856,0.465079931,0.674168842,0.701507671,0.823510914,0.840670838,0.97645526,0.431513514
2240,12-Apr,10:40,29.51,72.44,105840.64,43.1,0.627769556,0.507896459,0.47897456,0.1210419,0.940729851,0.390376856,0.331610907,0.441319224,0.811443573,0.794508425
2241,12-Apr,10:50,28.96,74.23,36085.76,45.31,0.181094935,0.039875455,0.381880479,0.844914723,0.242329275,0.935327967,0.524997424,0.423274598,0.148936411,0.649761423
2242,12-Apr,11:00,29.19,74.13,18769.92,45.93,0.868394978,0.415860735,0.713368483,0.376958716,0.718383694,0.514757186,0.266538502,0.203782783,0.134220485,0.362407452
2243,12-Apr,11:10,29.04,76.48,91791.37,36.36,0.151843916,0.629462578,0.774442062,0.511271876,0.896734538,0.342049204,0.662211055,0.08645379,0.302842808,0.94481353
2244,12-Apr,11:20,29.12,75.45,95109.12,45.9,0.593500143,0.494140717,4.27191E-05,0.991016796,0.866042842,0.780984248,0.471028385,0.694683423,0.039948415,0.093886499
2245,12-Apr,11:30,29.35,74.23,95436.79,45.83,0.08880478,0.338182403,0.063560012,0.234495611,0.147998559,0.487804218,0.595192668,0.973436473,0.890724807,0.94625868
2246,12-Apr,11:40,29.35,74.41,82739.21,46.74,0.113260116,0.074107301,0.285586471,0.938642059,0.477536516,0.593440926,0.253180073,0.620301226,0.593408113,0.513337325
2247,12-Apr,11:50,29.35,74.98,76472.32,47.09,0.83605912,0.751738831,0.57321783,0.780786082,0.025534622,0.04749635,0.020037199,0.345325005,0.433489814,0.922223046
2248,12-Apr,12:00,29.35,72.91,77045.76,43.76,0.585421524,0.666370286,0.275307203,0.672804037,0.802018672,0.919176824,0.380063208,0.177194137,0.840358202,0.879246325
2249,12-Apr,12:10,29.27,74.23,86753.28,46.15,0.195068569,0.744160885,0.232076949,0.815083529,0.938666977,0.832818941,0.667780438,0.722904877,0.636895938,0.026694968
2250,12-Apr,12:20,29.19,74.51,50503.68,46.81,0.095462033,0.756707108,0.486647273,0.625109596,0.012519792,0.557751751,0.111788207,0.763359923,0.887037282,0.567659496
2251,12-Apr,12:30,29.35,72.63,49561.6,46.51,0.763521542,0.813533795,0.581372856,0.064522693,0.514500389,0.221149492,0.254744158,0.047198936,0.100244578,0.200225266
2252,12-Apr,12:40,29.51,72.35,72253.44,45.73,0.088600504,0.807427107,0.753394376,0.463548318,0.024363721,0.848648139,0.709468628,0.722099784,0.621692635,0.821901147
2253,12-Apr,12:50,29.27,72.73,5670.4,44.32,0.880689298,0.581657522,0.085356984,0.918562439,0.435351404,0.5679006,0.082896675,0.142853493,0.239167089,0.667357963
2254,12-Apr,13:00,29.04,75.45,5253.12,44.45,0.780128215,0.783493063,0.407757621,0.505195959,0.825172074,0.71588549,0.393519269,0.036521834,0.180169089,0.612571179
2255,12-Apr,13:10,28.96,74.79,5204.48,46.33,0.633409756,0.501944929,0.586156745,0.975012505,0.156657021,0.908383219,0.775109763,0.886163509,0.355550953,0.521811761
2256,12-Apr,13:20,29.12,76.48,6348.8,45.26,0.992855429,0.376266973,0.011600605,0.363988185,0.277706226,0.636460622,0.487458519,0.079793267,0.734826122,0.66919597
2257,12-Apr,13:30,28.64,76.85,10024.96,44.12,0.344190491,0.10321293,0.166767771,0.816429158,0.431764063,0.725618798,0.473319717,0.267770407,0.313032934,0.773535979
2258,12-Apr,13:40,28.72,78.07,11950.08,45.28,0.462755629,0.43957435,0.948114634,0.791352082,0.097641935,0.56498511,0.269825797,0.671266845,0.367121584,0.925806192
2259,12-Apr,13:50,28.88,78.17,14008.32,46.2,0.418887691,0.309583339,0.111976724,0.571017474,0.106013397,0.895152319,0.945750808,0.810690486,0.318451027,0.488916543
2260,12-Apr,14:00,28.8,79.2,14438.4,45.75,0.422745184,0.57725705,0.91883069,0.014951458,0.710059998,0.227073087,0.295097014,0.987442414,0.189450532,0.376947576
2261,12-Apr,14:10,28.56,78.45,16025.6,44.28,0.151295026,0.586755074,0.981775031,0.52352375,0.308635169,0.316080218,0.127243038,0.657477628,0.723706633,0.224977353
2262,12-Apr,14:20,28.56,79.2,15923.2,42.99,0.379734104,0.834245489,0.920008105,0.59030651,0.17633589,0.570100257,0.62851749,0.111524443,0.906759815,0.713714035
2263,12-Apr,14:30,28.41,83.14,17141.76,43.41,0.77575265,0.588125031,0.616773762,0.177060035,0.393949668,0.914636964,0.714698569,0.010605708,0.537943038,0.733376162
2264,12-Apr,14:40,27.85,86.51,15319.04,42.84,0.749510808,0.784948523,0.644683001,0.637465476,0.310789135,0.970869723,0.565301143,0.811506288,0.085930099,0.954018959
2265,12-Apr,14:50,27.77,86.98,16220.16,42.75,0.233574344,0.263327596,0.365439106,0.990329395,0.812005429,0.75853542,0.813607508,0.777623695,0.79932543,0.16122206
2266,12-Apr,15:00,27.93,84.64,14612.48,41.77,0.689518422,0.28533106,0.95019389,0.987605648,0.882653212,0.77932942,0.977777656,0.056079347,0.79458941,0.627967095
2267,12-Apr,15:10,27.93,85.39,10368,42.99,0.999040657,0.529079832,0.713567709,0.298119361,0.723188288,0.380601047,0.740811717,0.62478715,0.636551499,0.785483036
2268,12-Apr,15:20,27.85,82.85,7879.68,42.8,0.570108942,0.745658803,0.992440417,0.610495664,0.146762833,0.457439109,0.190995783,0.346874416,0.509459556,0.581175224
2269,12-Apr,15:30,27.77,81.45,7603.2,42.65,0.092825952,0.054749014,0.414132825,0.824100766,0.684266549,0.037554862,0.486317786,0.791529853,0.843120471,0.896390046
2270,12-Apr,15:40,27.85,82.57,7695.36,36.74,0.192447751,0.357579119,0.764448159,0.407476794,0.732425934,0.948858925,0.600420909,0.793218732,0.91837092,0.782066552
2271,12-Apr,15:50,27.93,82.01,8801.28,43.83,0.916476943,0.524956467,0.290894578,0.818209809,0.953446833,0.641325713,0.153044387,0.372245973,0.87951948,0.342792778
2272,12-Apr,16:00,27.85,82.85,6266.88,44.9,0.948708857,0.724001885,0.514858382,0.186768772,0.917340001,0.351815761,0.583923592,0.131010893,0.96081124,0.574229937
2273,12-Apr,16:10,27.93,80.51,5091.84,43.7,0.990063151,0.216539522,0.173907282,0.900425905,0.519925182,0.746284422,0.333902519,0.449483528,0.280753276,0.963020291
2274,12-Apr,16:20,27.85,79.29,4861.44,44.14,0.583570175,0.256428386,0.736393335,0.223755342,0.901936311,0.764415135,0.983058144,0.184468818,0.15551125,0.084724044
2275,12-Apr,16:30,27.77,79.29,4121.6,44.61,0.848184527,0.969149136,0.836437454,0.364498783,0.90886969,0.788610496,0.150821644,0.563412451,0.772663108,0.247500529
2276,12-Apr,16:40,27.77,80.79,3870.72,46.36,0.152786524,0.570259099,0.250661927,0.986432603,0.625992447,0.140190944,0.434847186,0.678396859,0.902065338,0.696004268
2277,12-Apr,16:50,27.7,81.35,3202.56,46.45,0.819868804,0.104815706,0.794814954,0.756957308,0.998298943,0.577006708,0.851481149,0.599101442,0.615906678,0.205935617
2278,12-Apr,17:00,27.7,83.6,2119.68,45.52,0.847651534,0.715180165,0.834630957,0.382154197,0.076322807,0.902144006,0.327281886,0.187765949,0.075824317,0.513673733
2279,12-Apr,17:10,27.54,85.11,1261.44,45.34,0.817579559,0.789784963,0.587499517,0.577114283,0.969732926,0.377551732,0.439169905,0.107334078,0.816184447,0.304353325
2280,12-Apr,17:20,27.54,83.6,579.84,44.84,0.11183262,0.075855666,0.880439763,0.838063249,0.726200483,0.745712958,0.433966458,0.942073802,0.952082802,0.668220772
2281,12-Apr,17:30,27.38,84.17,171.6,44.23,0.13586221,0.067463502,0.203591331,0.605232293,0.158893027,0.916008363,0.301697632,0.387002769,0.690262709,0.658219023
2282,12-Apr,17:40,27.38,86.04,37.88,43.95,0.03452825,0.394159682,0.90717001,0.817814296,0.395439782,0.717176746,0.314944744,0.82263515,0.056416699,0.307299164
2283,12-Apr,17:50,27.38,87.36,0,44.63,0.38994152,0.345255062,0.397344853,0.148846231,0.294764424,0.589129655,0.570311496,0.259096526,0.269889062,0.303582707
2284,12-Apr,18:00,27.3,85.76,0,71.23,0.147497942,0.344521077,0.949727937,0.554056594,0.503883696,0.940206051,0.976201712,0.046709856,0.986998777,0.079686674
2285,12-Apr,18:10,27.38,87.26,0,54.98,0.097815426,0.087171559,0.828735642,0.026282265,0.440481582,0.040744951,0.744280282,0.610774962,0.02375901,0.58926207
2286,12-Apr,18:20,27.38,88.39,0,89.85,0.419033755,0.310352649,0.312461315,0.110044345,0.192819599,0.447664486,0.43548859,0.637842027,0.021105337,0.570827118
2287,12-Apr,18:30,27.3,88.67,0,91.27,0.629339742,0.190535425,0.061669459,0.857616498,0.192545523,0.223323397,0.831092518,0.69885545,0.18627315,0.475837081
2288,12-Apr,18:40,27.22,89.79,0,47.06,0.332830966,0.303306089,0.956840789,0.405795878,0.31921174,0.529379539,0.7720618,0.574193896,0.056421768,0.033745686
2289,12-Apr,18:50,27.14,89.51,0,90.11,0.287414032,0.709539326,0.462050439,0.099859271,0.215363446,0.164041697,0.552650249,0.705974291,0.913008064,0.747417983
2290,12-Apr,19:00,27.06,90.54,0,61.06,0.750662323,0.281536925,0.308252088,0.515827485,0.849490832,0.46504869,0.39005753,0.109048027,0.730822965,0.906271572
2291,12-Apr,19:10,26.91,91.01,0,45.08,0.964579828,0.812273039,0.661357429,0.690127301,0.698257355,0.069662647,0.230790923,0.818022041,0.963432973,0.609152301
2292,12-Apr,19:20,26.75,92.51,0,63.4,0.002115173,0.515316822,0.077378413,0.870629692,0.136487604,0.779893615,0.762600929,0.43226829,0.929841293,0.456659967
2293,12-Apr,19:30,26.83,91.76,0,52.9,0.203970954,0.720649184,0.90291643,0.135895818,0.742246379,0.734575404,0.143177755,0.198517186,0.330367018,0.352679437
2294,12-Apr,19:40,26.83,92.7,0,60.1,0.982182199,0.503259967,0.304304191,0.317507096,0.396255849,0.681386416,0.30250355,0.16849363,0.987383542,0.299864716
2295,12-Apr,19:50,26.75,91.76,0,43.26,0.076032591,0.718313254,0.414555537,0.005802395,0.680185802,0.487951136,0.016461161,0.592786247,0.724193496,0.965850092
2296,12-Apr,20,26.75,92.89,0,75.69,0.491798429,0.902700706,0.062572818,0.869670976,0.384904134,0.1478789,0.012120456,0.677833133,0.413496731,0.203218821
2297,12-Apr,20:10,26.67,92.89,0,48.08,0.801116,0.686131663,0.618673461,0.980197987,0.287972215,0.865985109,0.001791309,0.277882644,0.256594043,0.422844803
2298,12-Apr,20:20,26.75,92.7,0,45.14,0.513205567,0.643476795,0.210227727,0.04290743,0.987555984,0.401699818,0.374846325,0.139636641,0.56064938,0.082703965
2299,12-Apr,20:30,26.75,92.89,0,42.02,0.389624892,0.258092131,0.931706956,0.155571874,0.132831269,0.230413707,0.882981573,0.685818189,0.917274677,0.351225696
2300,12-Apr,20:40,26.43,92.89,0,41.72,0.155679387,0.698025665,0.188344831,0.784861839,0.687445876,0.422309463,0.898280954,0.583730234,0.231762269,0.451168708
2301,12-Apr,20:50,26.2,92.89,0,40.47,0.991685928,0.120516877,0.871659789,0.466571396,0.930254263,0.854499692,0.051444258,0.413394945,0.580507888,0.651566557
2302,12-Apr,21:00,26.2,92.89,0,75.37,0.218317593,0.362638946,0.431906265,0.698678841,0.006225662,0.88443946,0.918970691,0.548135803,0.829105027,0.77010145
2303,12-Apr,21:10,26.12,92.89,0,42.03,0.736046162,0.731957484,0.429024367,0.159001071,0.557175883,0.211359436,0.941110081,0.570468444,0.57749748,0.113792875
2304,12-Apr,21:20,26.04,92.89,0,40.67,0.46751729,0.29418339,0.593068696,0.744100029,0.501097295,0.039916567,0.592559152,0.077944064,0.171788986,0.182571288
2305,12-Apr,21:30,25.88,92.89,0,41.03,0.387356883,0.919805159,0.071334808,0.754996444,0.43034321,0.973154485,0.173507108,0.166489223,0.292022288,0.179236288
2306,12-Apr,21:40,25.96,92.89,0,42.59,0.215802888,0.268196453,0.88205639,0.081792776,0.097699105,0.212812346,0.930479545,0.944306951,0.77702937,0.036012436
2307,12-Apr,21:50,25.8,92.89,0,42.58,0.326273335,0.688377946,0.388015433,0.257706223,0.265598799,0.475761121,0.802857384,0.857325965,0.923882165,0.973260177
2308,12-Apr,22:00,25.72,92.89,0,42.34,0.163627652,0.17142651,0.571516315,0.422413377,0.912542929,0.775681643,0.806665623,0.816411917,0.735751796,0.34813568
2309,12-Apr,22:10,25.64,92.89,0,105.68,0.177107678,0.628627598,0.827634403,0.986406068,0.274899063,0.091409489,0.606851395,0.243304469,0.701296318,0.315707813
2310,12-Apr,22:20,25.49,92.89,0,117.93,0.535307806,0.207485402,0.845810634,0.38293226,0.123836958,0.762680571,0.03859747,0.440945996,0.576767289,0.07133619
2311,12-Apr,22:30,25.25,92.89,0,106.28,0.175314546,0.515400559,0.797488974,0.893650488,0.85054348,0.142424771,0.399842494,0.198654629,0.378768223,0.515542436
2312,12-Apr,22:40,25.09,92.89,0,90.04,0.016427103,0.974120084,0.156564489,0.982405183,0.071704985,0.355382105,0.884153624,0.966253563,0.761695094,0.364699782
2313,12-Apr,22:50,25.25,92.89,0,104.37,0.284164983,0.259104034,0.308639063,0.567960696,0.93175977,0.273006187,0.098189014,0.764758687,0.11049495,0.344684973
2314,12-Apr,23:00,25.41,92.89,0,70.18,0.040114489,0.497804636,0.202512179,0.500034409,0.413446105,0.996720565,0.983370828,0.421946572,0.39937229,0.581542202
2315,12-Apr,23:10,25.41,92.89,0,98,0.421277656,0.7885769,0.08979406,0.526490446,0.052156629,0.615916456,0.03785972,0.267101987,0.23539287,0.806731207
2316,12-Apr,23:20,25.25,92.89,0,114.7,0.643662967,0.961570654,0.52147162,0.785624458,0.8235109,0.49730319,0.099705609,0.461047986,0.380959161,0.815430116
2317,12-Apr,23:30,25.09,92.89,0,73.68,0.399860768,0.483578979,0.685154072,0.868802504,0.7715156,0.562366474,0.659433875,0.970357065,0.292661057,0.900953183
2318,12-Apr,23:40,24.86,92.89,0,125.04,0.561803442,0.193463403,0.084829565,0.555165629,0.930753447,0.442642798,0.663378794,0.199312633,0.259744147,0.798272895
2319,12-Apr,23:50,25.01,92.89,0,75.43,0.74852955,0.7344732,0.995431848,0.349491659,0.699565416,0.11605331,0.621268631,0.184619264,0.704062973,0.479482929
2320,13-Apr,0:00,24.7,92.89,0,112.44,0.192432506,0.559349226,0.188506818,0.451881011,0.002888755,0.723795258,0.516373444,0.523091358,0.162243562,0.467871305
2321,13-Apr,0:10,24.3,92.89,0,60.89,0.496985259,0.177341772,0.745324085,0.365402141,0.360402694,0.347686996,0.50981431,0.243285533,0.792799796,0.708962518
2322,13-Apr,0:20,24.15,92.89,0,100.6,0.654152679,0.652070338,0.749081681,0.918116523,0.87364085,0.296834679,0.274057658,0.00894429,0.122344556,0.691445811
2323,13-Apr,0:30,23.99,92.89,0,87.1,0.135474283,0.280307721,0.009006393,0.459218066,0.82349256,0.426014608,0.200472315,0.053506015,0.548524351,0.284344768
2324,13-Apr,0:40,23.83,92.89,0,58.07,0.257828996,0.77815702,0.678938648,0.734858978,0.921172979,0.133455359,0.853442399,0.456253785,0.97216784,0.601996157
2325,13-Apr,0:50,23.83,92.89,0,56.02,0.960795723,0.666250344,0.229386796,0.50750128,0.260370529,0.007300177,0.582602476,0.206183578,0.201383749,0.752730134
2326,13-Apr,1:00,23.75,92.89,0,50.37,0.332621273,0.391023645,0.711986728,0.185504487,0.902895535,0.41182608,0.097000578,0.350352786,0.127839295,0.337391187
2327,13-Apr,1:10,24.07,92.89,0,55.64,0.907368558,0.294847824,0.428123842,0.265603485,0.008879956,0.824325538,0.364548843,0.910380918,0.319496574,0.915849575
2328,13-Apr,1:20,24.15,92.89,0,61.68,0.19698891,0.46407562,0.692674237,0.865502075,0.949867715,0.483280037,0.89094739,0.246388018,0.420366372,0.58450694
2329,13-Apr,1:30,24.07,92.89,0,94.13,0.812993065,0.248202425,0.39749523,0.532307787,0.490426,0.276813543,0.840675456,0.666080261,0.628216859,0.150037948
2330,13-Apr,1:40,24.07,92.89,0,68.4,0.830386171,0.837135439,0.040101963,0.025108327,0.18412705,0.451717215,0.78092669,0.178239995,0.181054001,0.144114289
2331,13-Apr,1:50,23.91,92.89,0,70.01,0.813648966,0.398291235,0.849695929,0.098726134,0.544914461,0.674172328,0.309521941,0.755246,0.182320467,0.654328271
2332,13-Apr,2:00,23.83,92.89,0,67.77,0.945158526,0.611871189,0.704064025,0.511605797,0.708146812,0.438699938,0.131957108,0.276816254,0.370278603,0.313158916
2333,13-Apr,2:10,23.91,92.89,0,78.07,0.690396199,0.11823794,0.915661501,0.728435715,0.337238921,0.150864224,0.070222803,0.54060301,0.649269794,0.241388272
2334,13-Apr,2:20,23.83,92.89,0,89.78,0.162375211,0.930841565,0.678735403,0.360804457,0.086467811,0.23176826,0.632961594,0.406478793,0.302510151,0.717667872
2335,13-Apr,2:30,24.15,92.89,0,92.21,0.522639827,0.858105847,0.565675054,0.988895532,0.778446377,0.556829069,0.834080616,0.600386397,0.394595327,0.068506305
2336,13-Apr,2:40,23.83,92.89,0,94.15,0.667648736,0.403425142,0.607298361,0.061460222,0.337361119,0.922231982,0.360294571,0.958704944,0.549969497,0.175997488
2337,13-Apr,2:50,23.83,92.89,0,82.22,0.916223001,0.875601966,0.590694572,0.952604707,0.134703938,0.51602563,0.145647836,0.472914085,0.860998827,0.385371336
2338,13-Apr,3:00,23.83,92.89,0,106.48,0.308464839,0.123243167,0.584763615,0.74153345,0.007729895,0.133315846,0.801336374,0.636198294,0.878059978,0.515757092
2339,13-Apr,3:10,23.83,92.89,0,72.89,0.841277925,0.483573187,0.527282605,0.439931224,0.501252476,0.04202343,0.892647079,0.092864457,0.687881151,0.72959269
2340,13-Apr,3:20,23.91,92.89,0,76.72,0.584506446,0.147187637,0.062708131,0.263930876,0.354755877,0.645372304,0.541153661,0.201762734,0.194443814,0.776837367
2341,13-Apr,3:30,23.91,92.89,0,79.7,0.209653606,0.415810432,0.38121972,0.725746922,0.177444659,0.084323822,0.631099125,0.493095326,0.676096322,0.645229335
2342,13-Apr,3:40,23.99,92.89,0,75.42,0.014331861,0.671553824,0.77073383,0.489917756,0.786416065,0.493035663,0.373472613,0.665573325,0.069133835,0.405942292
2343,13-Apr,3:50,23.99,92.89,0,84.34,0.472780571,0.780529858,0.399608868,0.921052155,0.296310273,0.056748292,0.455005343,0.609922669,0.06580384,0.221402776
2344,13-Apr,4:00,23.91,92.89,0,86.38,0.258731775,0.025416567,0.94676978,0.595971628,0.092036226,0.652642193,0.771189446,0.963555364,0.569985057,0.825582704
2345,13-Apr,4:10,23.83,92.89,0,71.83,0.222288801,0.873565423,0.13626857,0.379547073,0.477916497,0.029023291,0.489235415,0.943051781,0.87445149,0.846604632
2346,13-Apr,4:20,23.91,92.89,0,73.33,0.321404816,0.516805128,0.190367787,0.205466238,0.608950453,0.477905793,0.325758181,0.761495751,0.607917661,0.100486239
2347,13-Apr,4:30,23.91,92.89,0,74.66,0.85127891,0.141651001,0.727499721,0.361957281,0.216786961,0.58873,0.28581764,0.473183757,0.12197909,0.934697925
2348,13-Apr,4:40,24.07,92.89,0,74.21,0.409545049,0.829360679,0.905078638,0.894987011,0.389712403,0.268092414,0.223752533,0.173773617,0.733353494,0.060607078
2349,13-Apr,4:50,23.99,92.89,0,72.39,0.156873416,0.186604511,0.045341544,0.312589686,0.541418038,0.592392296,0.025253759,0.592905099,0.116807361,0.54880873
2350,13-Apr,5:00,24.07,92.89,0,69.56,0.709704439,0.729829934,0.26952772,0.387383901,0.218705493,0.092629837,0.843756785,0.364363491,0.078898007,0.018771005
2351,13-Apr,5:10,23.91,92.89,0,76.3,0.482024224,0.832289188,0.959154756,0.542471456,0.004935838,0.59860718,0.200790895,0.8946343,0.338154104,0.001495606
2352,13-Apr,5:20,23.91,92.89,0,71.68,0.356756722,0.87116236,0.743892673,0.22809909,0.482008695,0.758770259,0.870975067,0.401720106,0.419494792,0.472082203
2353,13-Apr,5:30,23.83,92.89,0,71.15,0.578085485,0.660049138,0.344045075,0.937171726,0.42017647,0.708839011,0.872369276,0.88864486,0.20499425,0.680989322
2354,13-Apr,5:40,23.91,92.89,44.58,69.39,0.86315772,0.71773473,0.045405338,0.918026899,0.373318536,0.415686965,0.722600881,0.063028126,0.331968872,0.145906479
2355,13-Apr,5:50,23.83,92.89,137.92,70.4,0.095177994,0.084922763,0.450654288,0.723876283,0.408404986,0.301661127,0.000356068,0.686938173,0.987109159,0.163798492
2356,13-Apr,6:00,23.83,92.89,381.12,70.25,0.212258911,0.434581379,0.769923584,0.609417231,0.72964956,0.51597985,0.585564159,0.413330721,0.027828014,0.199749671
2357,13-Apr,6:10,23.75,92.89,729.92,69.06,0.054629288,0.088270943,0.789244971,0.22681907,0.213585668,0.305101576,0.750405142,0.157892536,0.293068438,0.713637605
2358,13-Apr,6:20,23.83,92.89,1255.68,70.03,0.805471234,0.528778455,0.978957153,0.786207112,0.63391828,0.107975372,0.447855346,0.971860311,0.340049373,0.935905264
2359,13-Apr,6:30,23.83,92.89,1841.92,70.74,0.021089636,0.093302736,0.082040445,0.122339252,0.998567053,0.982136089,0.594678853,0.195583395,0.874626152,0.109535329
2360,13-Apr,6:40,23.91,92.89,2684.16,69.92,0.177080233,0.878145078,0.407426192,0.005975665,0.548236057,0.905484908,0.453081118,0.707216563,0.991333437,0.354108177
2361,13-Apr,6:50,24.15,92.89,3870.72,69.64,0.208926943,0.315371397,0.787994574,0.699214553,0.750698446,0.955455686,0.180825153,0.810549021,0.122250177,0.28806926
2362,13-Apr,7:00,24.15,92.89,6036.48,70.83,0.335618426,0.419184716,0.029003548,0.684581783,0.109154432,0.661497776,0.011567174,0.04561229,0.786732076,0.179268351
2363,13-Apr,7:10,24.23,92.89,7854.08,70.29,0.330293854,0.601757515,0.203171295,0.848568324,0.835289436,0.098259021,0.426447135,0.285355895,0.589199084,0.662626602
2364,13-Apr,7:20,24.38,92.89,9538.56,71.49,0.92733166,0.943230112,0.404308396,0.923344433,0.514550173,0.310953158,0.560806606,0.235097242,0.653220618,0.653781733
2365,13-Apr,7:30,24.54,92.89,10414.08,70.37,0.753286444,0.296204546,0.786102646,0.378709062,0.718088846,0.91705289,0.952479801,0.879110574,0.489678353,0.076000893
2366,13-Apr,7:40,24.7,92.89,11294.72,70.95,0.229798233,0.781201499,0.887373025,0.471478057,0.32211148,0.627446793,0.559697249,0.486825951,0.542198268,0.751804533
2367,13-Apr,7:50,24.94,92.89,12165.12,70.91,0.771592395,0.820578721,0.766741928,0.525045769,0.844374832,0.171253914,0.498577898,0.829795684,0.42306048,0.167989172
2368,13-Apr,8:00,25.17,92.89,13178.88,68.81,0.675208003,0.001870949,0.2810911,0.109093019,0.365124933,0.558302012,0.089416181,0.414021563,0.144128027,0.031259821
2369,13-Apr,8:10,25.25,92.89,13916.16,69.25,0.233662006,0.553833925,0.471567305,0.259916447,0.418209476,0.64440777,0.261212799,0.655552732,0.986925447,0.306175507
2370,13-Apr,8:20,25.41,92.89,14192.64,68.67,0.932328365,0.314901327,0.843089924,0.939187771,0.828455567,0.895595959,0.565008818,0.889696443,0.576892599,0.658448377
2371,13-Apr,8:30,25.64,92.89,14653.44,68.64,0.51128265,0.999369484,0.435187305,0.046149177,0.179763008,0.084919435,0.953800476,0.449262703,0.714993365,0.537766416
2372,13-Apr,8:40,25.88,92.89,14837.76,68.34,0.731714263,0.402368629,0.439452013,0.560867085,0.853592417,0.442519053,0.726706988,0.704881187,0.872878758,0.458486832
2373,13-Apr,8:50,25.88,92.89,15114.24,67.53,0.858954084,0.763555616,0.165453507,0.420385998,0.887185771,0.261153004,0.542789943,0.96256225,0.099310004,0.335132194
2374,13-Apr,9:00,25.88,92.89,15114.24,67.41,0.647081495,0.924583419,0.002328181,0.79123024,0.125230933,0.552290833,0.082756897,0.97717513,0.173500228,0.192304274
2375,13-Apr,9:10,26.04,92.89,15575.04,67.25,0.421758338,0.117692307,0.766460295,0.151324826,0.613105659,0.303918245,0.446625012,0.397266578,0.618314295,0.133263543
2376,13-Apr,9:20,26.2,92.89,16957.44,67.03,0.429641833,0.096303692,0.220872236,0.979770745,0.687267458,0.965622373,0.879532026,0.319489683,0.300285882,0.676707316
2377,13-Apr,9:30,26.28,92.89,18984.96,67.1,0.287671106,0.636971023,0.776715556,0.252144283,0.737597208,0.584840868,0.162142859,0.371934294,0.898101405,0.542066818
2378,13-Apr,9:40,26.59,91.95,20367.36,67.03,0.652723769,0.164421935,0.038241277,0.494876756,0.185514067,0.89011933,0.117665796,0.036386276,0.743751699,0.865748485
2379,13-Apr,9:50,26.75,89.98,22394.88,66.95,0.175856949,0.065368752,0.483372549,0.912742543,0.18308609,0.759363646,0.67194344,0.766493255,0.478143628,0.09793501
2380,13-Apr,10,26.75,89.51,23961.6,65.94,0.527188932,0.026293911,0.894615768,0.848152278,0.284468879,0.426110134,0.804152795,0.281560675,0.421386496,0.021824365
